"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"6032","Finance","3","13","19","14","9","11","19"
"6033","Info","3","16","19","12","9","17","19"
"6034","Civil","3","20","15","10","20","19","14"
"6035","Finance","3","11","11","17","18","18","15"
"6036","Info","3","16","11","13","12","18","9"
"6037","Finance","2","11","18","12","10","16","9"
"6038","Info","2","12","11","17","10","12","10"
"6039","Electrique","3","12","15","20","13","15","15"
"6040","Finance","2","19","17","20","19","17","16"
"6041","Finance","1","20","16","19","20","9","19"
"6042","Electrique","1","14","12","15","15","19","10"
"6043","Electrique","2","11","19","10","9","11","16"
"6044","Indus","1","15","13","20","11","15","9"
"6045","Info","2","14","19","16","15","20","16"
"6046","Civil","1","13","11","15","14","20","13"
"6047","Indus","1","11","17","17","15","12","11"
"6048","Finance","1","10","18","11","18","10","16"
"6049","Indus","3","12","15","18","20","17","10"
"6050","Electrique","3","17","18","17","20","13","19"
"6051","Civil","1","20","11","18","15","16","10"
"6052","Indus","3","13","19","14","17","10","14"
"6053","Civil","3","14","13","9","12","9","9"
"6054","Indus","2","11","15","18","12","18","17"
"6055","Finance","1","9","11","10","16","16","11"
"6056","Civil","1","19","20","14","15","14","14"
"6057","Finance","2","11","18","9","15","15","15"
"6058","Info","2","16","17","10","12","19","12"
"6059","Info","2","9","13","14","10","10","18"
"6060","Civil","2","20","11","13","14","12","15"
"6061","Info","2","9","18","14","15","18","10"
"6062","Finance","2","14","10","16","13","10","9"
"6063","Electrique","1","18","13","11","19","11","9"
"6064","Indus","1","16","14","10","19","12","11"
"6065","Civil","2","18","17","19","15","11","15"
"6066","Electrique","2","12","12","19","13","20","15"
"6067","Finance","1","9","17","20","11","20","17"
"6068","Indus","2","13","16","15","15","20","18"
"6069","Civil","3","11","18","13","15","14","13"
"6070","Indus","3","17","18","12","9","10","18"
"6071","Civil","3","12","18","9","13","20","10"
"6072","Info","1","9","19","12","15","17","17"
"6073","Info","2","9","16","12","17","19","13"
"6074","Electrique","3","14","19","15","16","17","20"
"6075","Finance","3","15","12","11","10","9","16"
"6076","Civil","2","14","12","17","9","17","11"
"6077","Info","3","19","10","17","10","15","19"
"6078","Indus","1","15","16","13","10","18","20"
"6079","Finance","1","19","13","9","20","10","19"
"6080","Indus","3","11","20","20","18","13","20"
"6081","Electrique","1","16","13","14","17","16","12"
"6082","Finance","3","13","13","20","11","9","16"
"6083","Finance","2","9","15","20","20","20","19"
"6084","Electrique","1","16","11","13","20","13","9"
"6085","Civil","1","12","19","13","18","12","9"
"6086","Indus","3","15","20","11","20","19","10"
"6087","Civil","3","10","12","19","19","10","13"
"6088","Civil","3","15","9","16","9","19","10"
"6089","Civil","1","15","17","19","19","13","11"
"6090","Finance","3","18","15","17","15","10","12"
"6091","Electrique","3","17","9","19","20","14","11"
"6092","Civil","3","9","20","13","19","19","15"
"6093","Info","2","10","18","11","9","17","16"
"6094","Electrique","3","19","11","20","19","14","11"
"6095","Electrique","3","13","13","9","13","14","18"
"6096","Civil","1","16","17","18","12","12","20"
"6097","Info","3","11","19","10","20","18","13"
"6098","Indus","2","13","11","20","15","15","12"
"6099","Finance","1","20","16","15","15","10","10"
"6100","Indus","2","11","11","14","20","11","19"
"6101","Info","3","13","10","12","9","10","16"
"6102","Civil","2","10","9","15","9","17","10"
"6103","Finance","1","9","11","17","13","18","10"
"6104","Finance","3","18","20","12","17","11","13"
"6105","Civil","1","16","20","14","11","14","10"
"6106","Indus","2","14","17","11","13","18","17"
"6107","Civil","2","12","10","17","19","17","19"
"6108","Civil","2","11","13","10","11","14","17"
"6109","Finance","1","14","12","10","19","17","19"
"6110","Finance","3","15","17","9","9","9","9"
"6111","Electrique","3","13","13","13","10","11","11"
"6112","Civil","1","11","13","16","13","13","20"
"6113","Info","3","19","17","13","17","11","15"
"6114","Indus","2","12","16","14","12","15","20"
"6115","Finance","2","16","14","11","14","17","17"
"6116","Info","3","17","15","20","19","12","19"
"6117","Civil","3","14","18","9","19","14","14"
"6118","Finance","3","14","15","11","15","18","20"
"6119","Civil","3","14","17","11","18","18","15"
"6120","Finance","3","19","17","13","17","10","19"
"6121","Civil","2","15","20","20","14","17","15"
"6122","Electrique","3","11","16","9","19","16","12"
"6123","Finance","3","13","15","15","10","20","11"
"6124","Electrique","2","17","11","20","18","11","17"
"6125","Finance","3","10","13","9","11","10","15"
"6126","Civil","2","15","17","16","12","20","13"
"6127","Info","1","19","13","14","11","9","16"
"6128","Indus","3","14","10","13","18","16","18"
"6129","Electrique","2","17","17","12","15","9","12"
"6130","Indus","2","17","18","16","11","11","10"
"6131","Civil","1","20","11","15","20","16","14"
"6132","Info","2","12","11","19","10","15","10"
"6133","Electrique","3","15","9","17","15","12","15"
"6134","Finance","3","9","18","20","15","18","10"
"6135","Info","3","10","9","11","13","15","19"
"6136","Civil","2","17","12","12","10","19","18"
"6137","Finance","3","15","10","11","10","10","17"
"6138","Finance","1","12","14","12","13","12","14"
"6139","Info","2","18","13","15","18","12","10"
"6140","Indus","3","11","11","13","11","16","16"
"6141","Finance","2","20","9","13","10","15","20"
"6142","Finance","1","15","9","20","18","14","16"
"6143","Electrique","3","19","10","10","20","12","14"
"6144","Civil","1","16","15","20","17","18","12"
"6145","Electrique","2","12","17","15","13","13","10"
"6146","Indus","1","14","12","14","15","19","15"
"6147","Civil","3","14","13","17","13","19","15"
"6148","Finance","3","12","20","16","18","12","10"
"6149","Finance","1","14","20","12","15","16","15"
"6150","Civil","2","10","9","17","9","15","9"
"6151","Civil","2","11","14","19","9","20","13"
"6152","Civil","1","12","13","11","15","18","11"
"6153","Finance","3","19","18","12","10","9","12"
"6154","Civil","3","18","19","15","9","17","16"
"6155","Finance","1","17","20","12","16","9","13"
"6156","Finance","2","16","16","12","18","11","19"
"6157","Electrique","1","10","12","15","17","20","9"
"6158","Electrique","1","9","13","13","16","13","9"
"6159","Civil","3","13","18","11","12","11","11"
"6160","Civil","1","13","16","12","10","14","16"
"6161","Info","1","18","14","12","10","20","16"
"6162","Electrique","3","14","14","10","9","20","15"
"6163","Info","2","20","18","12","14","9","14"
"6164","Finance","2","10","19","15","20","9","10"
"6165","Electrique","2","10","20","14","16","15","10"
"6166","Electrique","2","18","12","20","15","20","14"
"6167","Info","2","17","11","10","19","20","17"
"6168","Civil","3","16","14","9","18","11","12"
"6169","Indus","3","18","14","15","11","15","14"
"6170","Indus","1","14","9","19","14","13","12"
"6171","Civil","1","17","11","18","14","19","17"
"6172","Finance","1","19","19","11","17","17","18"
"6173","Info","1","12","11","11","17","10","19"
"6174","Civil","2","11","11","16","18","10","19"
"6175","Civil","1","16","16","16","18","15","11"
"6176","Electrique","3","11","11","16","12","9","12"
"6177","Indus","1","19","17","10","15","20","14"
"6178","Finance","2","10","16","20","16","16","18"
"6179","Civil","2","15","12","14","16","19","18"
"6180","Electrique","3","18","12","13","18","17","9"
"6181","Info","1","12","10","17","13","16","15"
"6182","Indus","3","17","15","9","12","10","18"
"6183","Indus","2","13","17","16","18","12","18"
"6184","Indus","1","17","20","15","11","11","10"
"6185","Finance","2","17","20","9","9","9","18"
"6186","Civil","3","15","17","19","18","12","20"
"6187","Civil","2","11","12","19","15","12","13"
"6188","Civil","2","12","19","13","10","10","20"
"6189","Civil","2","14","11","20","12","9","12"
"6190","Info","2","11","14","17","20","16","14"
"6191","Finance","3","10","9","15","12","19","13"
"6192","Indus","2","14","17","18","18","9","10"
"6193","Indus","2","14","20","10","18","14","14"
"6194","Info","3","19","20","14","17","18","20"
"6195","Civil","3","20","12","9","15","9","20"
"6196","Indus","1","12","13","15","12","18","14"
"6197","Electrique","3","11","20","19","18","10","17"
"6198","Civil","1","10","14","17","12","14","17"
"6199","Info","1","15","17","17","10","20","12"
"6200","Electrique","3","11","13","12","10","11","9"
"6201","Info","2","9","17","11","10","11","16"
"6202","Indus","2","14","10","11","18","14","10"
"6203","Electrique","2","18","14","18","10","15","16"
"6204","Indus","3","13","12","10","9","18","13"
"6205","Info","2","11","11","18","11","19","15"
"6206","Civil","3","16","16","20","19","17","16"
"6207","Electrique","3","10","18","20","14","13","17"
"6208","Indus","3","13","11","10","13","10","14"
"6209","Info","1","14","11","11","18","13","10"
"6210","Civil","3","9","20","19","11","10","13"
"6211","Electrique","3","9","14","15","11","9","16"
"6212","Civil","3","18","18","16","11","16","12"
"6213","Electrique","2","14","14","14","11","10","18"
"6214","Indus","1","13","10","19","11","17","12"
"6215","Indus","1","13","9","9","15","17","15"
"6216","Civil","1","13","16","13","18","10","18"
"6217","Indus","2","18","13","16","10","11","17"
"6218","Civil","3","9","19","13","16","11","15"
"6219","Finance","1","14","14","9","14","17","17"
"6220","Electrique","1","14","16","14","10","16","20"
"6221","Electrique","1","9","17","17","15","10","16"
"6222","Info","2","16","14","10","10","13","12"
"6223","Finance","1","18","15","12","10","17","20"
"6224","Civil","2","20","19","15","16","14","14"
"6225","Info","2","9","18","14","17","20","16"
"6226","Civil","1","19","9","15","14","19","19"
"6227","Civil","1","13","17","20","19","19","9"
"6228","Civil","3","20","19","16","15","16","18"
"6229","Electrique","2","9","20","15","15","17","18"
"6230","Electrique","1","10","19","15","15","15","18"
"6231","Info","3","11","14","14","10","12","12"
"6232","Electrique","3","16","11","9","9","16","9"
"6233","Electrique","3","13","20","16","13","12","12"
"6234","Finance","2","9","18","18","14","18","17"
"6235","Finance","1","16","15","9","14","11","17"
"6236","Civil","1","18","12","15","15","9","9"
"6237","Indus","2","11","15","19","17","18","9"
"6238","Electrique","2","9","15","13","19","12","18"
"6239","Finance","2","13","20","17","15","12","11"
"6240","Indus","1","18","19","16","18","12","20"
"6241","Electrique","1","16","16","13","19","19","16"
"6242","Finance","2","11","19","13","9","11","13"
"6243","Finance","2","12","12","15","14","15","12"
"6244","Civil","1","14","19","11","15","10","10"
"6245","Indus","2","9","18","9","19","15","19"
"6246","Indus","3","12","12","9","9","15","11"
"6247","Info","3","9","12","12","13","15","10"
"6248","Electrique","2","9","18","15","13","15","9"
"6249","Finance","2","13","11","20","14","9","17"
"6250","Electrique","3","17","17","17","19","11","16"
"6251","Civil","3","17","17","10","12","17","14"
"6252","Civil","1","9","12","18","11","19","14"
"6253","Civil","2","9","15","10","11","14","11"
"6254","Civil","1","13","10","16","14","16","15"
"6255","Indus","3","14","19","13","13","18","17"
"6256","Civil","2","16","17","17","15","12","19"
"6257","Finance","1","18","19","17","16","10","11"
"6258","Civil","3","15","20","9","17","19","13"
"6259","Civil","1","11","18","16","15","19","14"
"6260","Indus","2","10","9","17","12","9","19"
"6261","Indus","3","14","10","16","18","15","18"
"6262","Electrique","3","18","20","13","9","19","20"
"6263","Indus","3","20","19","12","14","20","12"
"6264","Electrique","1","9","12","9","12","10","10"
"6265","Indus","1","18","14","18","15","10","14"
"6266","Info","1","12","16","11","18","13","10"
"6267","Civil","2","15","9","12","10","20","12"
"6268","Info","1","13","15","17","19","11","10"
"6269","Finance","3","10","11","9","9","15","12"
"6270","Info","1","10","17","11","10","16","17"
"6271","Finance","3","15","12","20","10","16","11"
"6272","Info","1","12","12","19","12","14","13"
"6273","Info","3","10","18","9","9","19","12"
"6274","Indus","2","15","12","9","20","16","14"
"6275","Info","1","12","20","18","15","18","14"
"6276","Electrique","2","18","10","19","19","16","19"
"6277","Electrique","3","15","19","11","13","16","20"
"6278","Civil","1","9","14","14","9","9","12"
"6279","Indus","1","10","13","14","10","17","18"
"6280","Civil","2","14","18","19","13","11","10"
"6281","Finance","3","13","18","12","13","13","9"
"6282","Civil","2","11","15","14","17","16","20"
"6283","Info","2","11","15","10","14","17","12"
"6284","Indus","3","16","12","19","18","14","17"
"6285","Finance","1","16","13","18","19","14","13"
"6286","Electrique","1","15","13","16","11","10","10"
"6287","Civil","1","20","14","16","12","14","9"
"6288","Info","2","17","17","17","19","20","11"
"6289","Info","1","16","13","17","14","17","15"
"6290","Indus","3","13","17","13","19","15","17"
"6291","Info","3","20","15","11","12","15","16"
"6292","Electrique","1","9","13","13","10","20","11"
"6293","Civil","1","16","10","12","15","9","20"
"6294","Electrique","1","10","10","12","11","14","18"
"6295","Civil","2","20","13","9","16","12","20"
"6296","Finance","3","10","11","12","13","11","10"
"6297","Finance","2","15","15","12","15","11","11"
"6298","Civil","1","14","19","20","15","17","18"
"6299","Finance","1","20","11","11","13","15","15"
"6300","Finance","1","13","16","18","16","9","11"
"6301","Electrique","3","16","9","16","20","9","12"
"6302","Info","1","9","18","15","18","13","16"
"6303","Indus","1","12","19","13","9","11","16"
"6304","Civil","1","18","18","12","19","15","19"
"6305","Finance","3","13","12","17","11","18","15"
"6306","Finance","3","19","9","18","14","9","12"
"6307","Indus","1","17","9","20","13","18","15"
"6308","Civil","1","17","12","9","15","20","16"
"6309","Finance","1","13","9","18","12","20","18"
"6310","Indus","3","12","18","13","11","15","20"
"6311","Civil","1","17","20","19","15","11","9"
"6312","Info","2","15","19","13","18","16","16"
"6313","Indus","1","20","16","17","19","15","19"
"6314","Electrique","3","18","11","17","15","14","9"
"6315","Finance","2","18","19","14","9","18","12"
"6316","Civil","1","17","13","12","10","17","20"
"6317","Info","1","13","18","12","13","18","20"
"6318","Indus","1","9","10","19","20","10","15"
"6319","Finance","2","17","15","18","16","13","14"
"6320","Electrique","3","9","13","17","14","17","12"
"6321","Info","3","14","14","14","14","18","12"
"6322","Indus","3","14","20","15","15","19","20"
"6323","Finance","1","15","16","13","13","16","16"
"6324","Info","2","15","20","15","15","18","11"
"6325","Electrique","3","18","19","16","17","17","19"
"6326","Indus","3","17","15","12","14","16","14"
"6327","Electrique","3","14","14","17","19","12","12"
"6328","Electrique","3","11","15","10","14","12","10"
"6329","Finance","2","11","13","10","9","11","13"
"6330","Civil","3","11","10","20","20","18","18"
