"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"5529","Indus","1","0","1","1"
"5530","Info","1","1","3","0"
"5531","Info","1","4","1","1"
"5532","Civil","3","3","1","2"
"5533","Civil","1","5","2","2"
"5534","Indus","2","0","1","1"
"5535","Indus","3","0","3","2"
"5536","Indus","1","0","2","0"
"5537","Finance","1","2","3","1"
"5538","Electrique","2","5","3","1"
"5539","Finance","1","0","2","2"
"5540","Electrique","3","1","0","0"
"5541","Indus","2","4","0","1"
"5542","Civil","1","0","2","2"
"5543","Civil","3","3","0","0"
"5544","Civil","2","1","3","2"
"5545","Electrique","1","5","0","0"
"5546","Info","1","1","0","1"
"5547","Electrique","2","4","1","2"
"5548","Info","1","1","3","2"
"5549","Info","2","5","2","2"
"5550","Finance","1","2","3","1"
"5551","Civil","3","3","1","0"
"5552","Finance","2","0","2","1"
"5553","Indus","3","2","2","2"
"5554","Electrique","1","4","0","2"
"5555","Finance","1","4","1","1"
"5556","Electrique","2","5","2","2"
"5557","Info","2","3","3","0"
"5558","Indus","3","2","3","2"
"5559","Civil","3","5","0","0"
"5560","Indus","1","5","3","2"
"5561","Electrique","2","4","0","2"
"5562","Electrique","1","1","1","2"
"5563","Indus","1","1","2","1"
"5564","Finance","2","0","2","2"
"5565","Finance","3","4","3","0"
"5566","Indus","3","0","0","1"
"5567","Civil","3","1","3","0"
"5568","Indus","1","0","1","1"
"5569","Finance","3","2","2","1"
"5570","Civil","2","1","3","1"
"5571","Electrique","3","3","2","0"
"5572","Electrique","3","3","3","0"
"5573","Info","1","2","2","2"
"5574","Indus","3","5","2","0"
"5575","Indus","3","0","0","1"
"5576","Info","3","5","1","0"
"5577","Finance","3","1","2","0"
"5578","Electrique","2","3","2","0"
"5579","Finance","3","4","1","1"
"5580","Indus","2","1","2","1"
"5581","Civil","1","4","1","1"
"5582","Finance","3","2","1","1"
"5583","Info","2","4","0","0"
"5584","Info","2","0","1","2"
"5585","Finance","3","3","2","0"
"5586","Info","3","3","1","0"
"5587","Electrique","2","4","2","2"
"5588","Info","3","4","3","0"
"5589","Civil","1","1","3","0"
"5590","Electrique","3","2","1","1"
"5591","Electrique","2","2","2","0"
"5592","Finance","3","4","3","0"
"5593","Info","1","5","1","2"
"5594","Indus","1","4","0","1"
"5595","Civil","2","2","3","0"
"5596","Finance","2","0","2","0"
"5597","Indus","2","0","2","0"
"5598","Info","3","1","3","2"
"5599","Info","3","0","1","1"
"5600","Info","2","1","2","0"
"5601","Finance","1","0","3","1"
"5602","Electrique","2","4","0","1"
"5603","Info","1","3","3","0"
"5604","Finance","3","0","0","1"
"5605","Finance","3","4","3","1"
"5606","Finance","3","5","3","2"
"5607","Civil","3","1","0","1"
"5608","Civil","1","5","1","1"
"5609","Finance","2","2","2","2"
"5610","Civil","2","0","1","0"
"5611","Civil","2","5","3","0"
"5612","Indus","3","3","2","0"
"5613","Finance","3","3","1","2"
"5614","Finance","1","3","2","0"
"5615","Indus","2","3","0","1"
"5616","Finance","2","4","1","2"
"5617","Info","3","5","0","2"
"5618","Civil","3","1","3","2"
"5619","Finance","1","4","2","0"
"5620","Electrique","1","1","2","1"
"5621","Civil","3","2","2","1"
"5622","Indus","2","4","3","2"
"5623","Electrique","1","1","1","1"
"5624","Finance","3","3","2","1"
"5625","Civil","1","5","1","2"
"5626","Electrique","1","4","2","1"
"5627","Civil","1","3","0","2"
"5628","Info","3","4","2","2"
"5629","Finance","1","3","0","1"
"5630","Indus","3","0","3","1"
"5631","Finance","3","3","0","0"
"5632","Finance","1","0","1","2"
"5633","Civil","2","5","0","1"
"5634","Electrique","3","3","1","1"
"5635","Info","1","4","3","0"
"5636","Civil","1","5","2","1"
"5637","Civil","2","2","3","2"
"5638","Indus","1","5","1","0"
"5639","Finance","1","5","2","0"
"5640","Electrique","3","0","1","2"
"5641","Indus","1","2","2","2"
"5642","Finance","2","2","3","2"
"5643","Civil","1","0","3","0"
"5644","Finance","3","3","3","2"
"5645","Electrique","1","5","1","0"
"5646","Electrique","2","1","2","2"
"5647","Indus","1","5","3","2"
"5648","Civil","1","4","2","0"
"5649","Finance","3","1","0","0"
"5650","Finance","3","2","3","0"
"5651","Electrique","1","3","0","2"
"5652","Info","2","1","1","2"
"5653","Civil","3","5","1","1"
"5654","Info","1","1","2","0"
"5655","Finance","3","3","2","1"
"5656","Civil","1","3","1","0"
"5657","Electrique","2","1","3","2"
"5658","Info","1","4","3","0"
"5659","Finance","2","5","1","1"
"5660","Info","2","5","2","2"
"5661","Info","1","3","2","1"
"5662","Indus","3","5","0","2"
"5663","Electrique","3","3","1","1"
"5664","Electrique","1","1","1","1"
"5665","Finance","1","0","0","1"
"5666","Indus","2","5","1","1"
"5667","Finance","1","2","0","0"
"5668","Finance","3","2","0","0"
"5669","Civil","2","3","1","2"
"5670","Electrique","2","5","0","1"
"5671","Finance","3","4","1","0"
"5672","Electrique","1","5","2","2"
"5673","Info","2","5","2","1"
"5674","Electrique","3","0","1","2"
"5675","Info","1","1","1","1"
"5676","Info","2","3","1","1"
"5677","Info","3","0","2","0"
"5678","Finance","2","1","0","0"
"5679","Indus","2","2","1","2"
"5680","Finance","1","0","0","1"
"5681","Indus","1","2","3","0"
"5682","Info","2","5","3","2"
"5683","Civil","1","5","2","1"
"5684","Info","3","1","0","2"
"5685","Indus","2","2","2","0"
"5686","Electrique","2","5","2","2"
"5687","Finance","2","2","0","1"
"5688","Finance","3","5","0","1"
"5689","Indus","1","4","2","1"
"5690","Info","1","0","0","0"
"5691","Finance","3","3","3","2"
"5692","Finance","2","1","0","2"
"5693","Info","2","2","2","2"
"5694","Civil","1","3","2","1"
"5695","Electrique","2","2","2","0"
"5696","Info","1","3","2","0"
"5697","Finance","3","5","1","0"
"5698","Indus","3","1","2","2"
"5699","Indus","1","3","3","0"
"5700","Indus","3","3","0","2"
"5701","Indus","2","1","3","2"
"5702","Electrique","3","2","3","2"
"5703","Indus","2","1","1","0"
"5704","Finance","1","3","3","2"
"5705","Civil","2","1","3","0"
"5706","Electrique","3","1","0","0"
"5707","Indus","3","1","2","2"
"5708","Finance","3","2","3","0"
"5709","Info","3","1","2","0"
"5710","Indus","2","1","1","2"
"5711","Info","1","3","1","1"
"5712","Civil","2","4","2","0"
"5713","Finance","1","4","3","0"
"5714","Finance","3","3","2","1"
"5715","Indus","3","1","3","0"
"5716","Civil","1","0","1","2"
"5717","Indus","2","2","0","1"
"5718","Info","3","0","1","1"
"5719","Finance","3","3","2","1"
"5720","Civil","1","5","1","0"
"5721","Finance","3","0","1","0"
"5722","Info","1","0","0","0"
"5723","Finance","1","5","2","0"
"5724","Civil","2","1","1","0"
"5725","Info","3","3","1","2"
"5726","Electrique","1","3","0","0"
"5727","Info","1","3","3","1"
"5728","Indus","2","5","2","1"
"5729","Info","3","1","2","0"
"5730","Finance","2","1","0","2"
"5731","Civil","1","3","2","1"
"5732","Electrique","3","3","2","0"
"5733","Finance","1","4","0","2"
"5734","Info","3","5","0","1"
"5735","Civil","2","0","3","0"
"5736","Info","2","5","3","0"
"5737","Finance","3","1","2","0"
"5738","Indus","3","1","2","2"
"5739","Civil","2","1","3","2"
"5740","Info","3","2","1","0"
"5741","Info","2","0","3","2"
"5742","Indus","2","3","3","0"
"5743","Electrique","1","1","0","1"
"5744","Info","2","0","1","1"
"5745","Finance","1","4","3","0"
"5746","Indus","3","2","1","1"
"5747","Info","1","1","3","1"
"5748","Info","3","5","1","2"
"5749","Finance","1","4","2","1"
"5750","Info","1","2","2","2"
"5751","Electrique","3","2","0","0"
"5752","Indus","2","0","3","0"
"5753","Finance","2","1","3","2"
"5754","Electrique","1","1","3","0"
"5755","Finance","1","1","1","1"
"5756","Info","2","1","1","2"
"5757","Electrique","2","2","2","2"
"5758","Electrique","2","0","1","2"
"5759","Civil","3","1","1","0"
"5760","Info","2","2","0","1"
"5761","Finance","1","4","0","1"
"5762","Indus","1","3","0","2"
"5763","Indus","1","2","0","2"
"5764","Electrique","2","3","0","0"
"5765","Civil","1","4","1","2"
"5766","Info","2","2","2","1"
"5767","Finance","1","2","3","0"
"5768","Finance","1","4","2","2"
"5769","Civil","1","1","2","2"
"5770","Civil","3","0","2","2"
"5771","Info","3","0","0","1"
"5772","Finance","1","0","2","1"
"5773","Indus","3","2","1","0"
"5774","Civil","3","5","1","0"
"5775","Electrique","3","2","1","0"
"5776","Finance","1","0","1","2"
"5777","Electrique","1","5","2","2"
"5778","Indus","3","1","0","2"
"5779","Civil","1","4","0","0"
"5780","Info","3","3","3","0"
"5781","Finance","3","0","0","0"
"5782","Indus","3","3","2","1"
"5783","Info","3","0","1","1"
"5784","Civil","3","1","1","0"
"5785","Indus","2","0","2","2"
"5786","Info","3","3","1","1"
"5787","Indus","3","0","2","0"
"5788","Info","1","0","2","0"
"5789","Indus","2","4","2","0"
"5790","Indus","2","5","3","0"
"5791","Indus","3","0","3","0"
"5792","Info","1","2","0","1"
"5793","Indus","1","5","2","2"
"5794","Info","2","3","2","0"
"5795","Electrique","3","1","1","2"
"5796","Indus","1","2","3","0"
"5797","Indus","2","5","3","0"
"5798","Info","3","0","0","0"
"5799","Electrique","2","5","2","0"
"5800","Finance","1","5","1","1"
"5801","Indus","3","4","3","1"
"5802","Electrique","2","0","1","1"
"5803","Civil","3","0","2","1"
"5804","Info","1","1","3","2"
"5805","Electrique","3","5","1","0"
"5806","Finance","2","3","0","1"
"5807","Electrique","2","0","1","0"
"5808","Info","3","0","1","0"
"5809","Finance","2","2","3","2"
"5810","Civil","2","1","3","0"
"5811","Civil","1","3","1","2"
"5812","Electrique","3","1","0","2"
"5813","Civil","2","0","1","0"
"5814","Info","1","1","2","1"
"5815","Info","2","3","0","0"
"5816","Indus","3","5","0","1"
"5817","Indus","3","3","2","2"
"5818","Electrique","1","0","2","0"
"5819","Indus","2","2","0","0"
"5820","Info","2","4","1","2"
"5821","Indus","1","5","0","0"
"5822","Electrique","2","2","0","1"
"5823","Info","2","2","2","0"
"5824","Info","2","0","0","2"
"5825","Indus","3","5","0","2"
"5826","Electrique","2","3","0","1"
"5827","Electrique","3","1","0","0"
"5828","Indus","1","4","1","0"
"5829","Civil","2","2","3","2"
"5830","Electrique","3","1","0","0"
"5831","Electrique","3","4","2","2"
"5832","Indus","2","3","1","0"
"5833","Civil","3","3","0","1"
"5834","Indus","2","2","1","1"
"5835","Electrique","1","2","1","0"
"5836","Info","2","2","3","1"
"5837","Info","1","0","2","1"
"5838","Finance","1","3","3","2"
"5839","Info","2","1","0","1"
"5840","Civil","3","4","0","2"
"5841","Info","2","5","0","0"
"5842","Indus","1","0","2","2"
"5843","Electrique","1","3","0","0"
"5844","Electrique","1","4","0","0"
"5845","Finance","3","4","0","0"
"5846","Finance","3","4","1","2"
"5847","Electrique","1","1","1","2"
"5848","Indus","1","3","1","0"
"5849","Electrique","1","0","2","1"
"5850","Finance","1","5","2","2"
"5851","Info","1","1","0","1"
"5852","Electrique","1","0","3","0"
"5853","Indus","2","3","0","0"
"5854","Info","1","3","3","0"
"5855","Finance","3","2","2","0"
"5856","Civil","2","0","3","0"
"5857","Indus","1","2","2","1"
"5858","Indus","2","0","1","1"
"5859","Electrique","2","1","2","1"
"5860","Finance","1","5","2","0"
"5861","Electrique","3","3","0","0"
"5862","Electrique","3","1","3","2"
"5863","Electrique","1","0","2","0"
"5864","Finance","3","5","2","0"
"5865","Civil","3","0","0","0"
"5866","Info","1","2","2","1"
"5867","Electrique","2","1","0","2"
"5868","Indus","1","2","0","2"
"5869","Indus","1","0","2","2"
"5870","Electrique","3","4","1","1"
"5871","Finance","2","0","2","0"
"5872","Finance","2","5","1","0"
"5873","Info","1","0","1","2"
"5874","Finance","3","1","0","1"
"5875","Electrique","2","0","2","0"
"5876","Finance","3","5","3","2"
"5877","Electrique","2","1","1","0"
"5878","Electrique","1","2","0","2"
"5879","Civil","3","4","1","0"
"5880","Finance","1","3","1","2"
"5881","Indus","3","3","3","1"
"5882","Info","2","3","3","1"
"5883","Finance","3","3","1","2"
"5884","Civil","3","2","1","2"
"5885","Electrique","3","2","2","2"
"5886","Indus","2","3","2","2"
"5887","Civil","2","0","1","2"
"5888","Finance","3","4","2","0"
"5889","Info","3","1","2","1"
"5890","Info","1","0","2","0"
"5891","Info","3","3","0","0"
"5892","Info","3","3","2","1"
"5893","Info","2","4","0","1"
"5894","Indus","3","0","1","2"
"5895","Info","3","0","1","0"
"5896","Info","1","1","2","1"
"5897","Finance","1","2","1","1"
"5898","Finance","2","5","3","2"
"5899","Info","2","2","1","2"
"5900","Indus","2","2","0","2"
"5901","Indus","3","4","2","2"
"5902","Electrique","3","2","1","2"
"5903","Finance","1","0","0","2"
"5904","Info","3","0","3","0"
"5905","Civil","3","4","1","1"
"5906","Info","3","4","0","1"
"5907","Info","2","2","3","0"
"5908","Info","3","4","0","2"
"5909","Electrique","1","1","0","2"
"5910","Electrique","3","2","3","0"
"5911","Finance","2","4","1","2"
"5912","Finance","2","2","3","2"
"5913","Electrique","1","1","1","0"
"5914","Civil","3","3","0","1"
"5915","Civil","3","1","0","0"
"5916","Info","3","2","1","1"
"5917","Finance","3","5","2","1"
"5918","Info","3","3","0","0"
"5919","Finance","3","1","1","0"
"5920","Civil","2","0","2","1"
"5921","Info","1","3","3","1"
"5922","Info","1","2","0","2"
"5923","Info","1","4","3","2"
"5924","Civil","2","5","0","2"
"5925","Indus","3","5","2","1"
"5926","Electrique","1","3","2","2"
"5927","Civil","1","4","3","1"
"5928","Electrique","3","1","2","1"
"5929","Electrique","3","4","1","1"
"5930","Indus","2","1","0","0"
"5931","Finance","2","4","2","2"
"5932","Finance","1","0","0","0"
"5933","Indus","3","2","2","2"
"5934","Civil","2","1","0","2"
"5935","Finance","2","5","0","1"
"5936","Info","1","0","1","0"
"5937","Finance","2","3","0","2"
"5938","Info","2","4","1","2"
"5939","Electrique","1","4","2","2"
"5940","Electrique","3","4","1","2"
"5941","Info","2","3","2","2"
"5942","Indus","3","2","1","2"
"5943","Electrique","2","4","2","0"
"5944","Indus","1","5","3","1"
"5945","Info","2","3","1","1"
"5946","Info","1","5","0","2"
"5947","Finance","2","4","2","0"
"5948","Civil","1","4","2","1"
"5949","Finance","1","4","0","0"
"5950","Civil","3","1","2","2"
"5951","Indus","1","1","1","1"
"5952","Electrique","2","5","3","1"
"5953","Info","1","2","3","1"
"5954","Civil","1","1","3","1"
"5955","Civil","3","0","0","0"
"5956","Finance","2","5","2","1"
"5957","Info","3","4","0","2"
"5958","Info","1","0","3","0"
"5959","Finance","2","0","1","1"
"5960","Civil","2","1","3","1"
"5961","Info","2","3","2","1"
"5962","Info","2","3","2","2"
"5963","Info","2","2","2","2"
"5964","Civil","2","1","1","2"
"5965","Info","2","0","1","0"
"5966","Electrique","3","0","3","0"
"5967","Finance","2","1","1","2"
"5968","Electrique","3","5","2","0"
"5969","Info","3","4","1","0"
"5970","Indus","2","4","2","0"
"5971","Info","1","3","0","2"
"5972","Electrique","2","5","1","1"
"5973","Indus","3","3","3","2"
"5974","Indus","1","1","0","2"
"5975","Indus","3","2","1","2"
"5976","Electrique","3","0","2","2"
"5977","Electrique","2","1","3","0"
"5978","Electrique","1","4","0","0"
"5979","Indus","1","3","2","0"
"5980","Indus","1","3","2","1"
"5981","Electrique","2","2","1","2"
"5982","Finance","3","0","0","0"
"5983","Indus","2","2","0","2"
"5984","Finance","2","4","2","0"
"5985","Finance","1","0","3","2"
"5986","Finance","3","1","0","2"
"5987","Civil","1","2","0","1"
"5988","Electrique","3","0","1","1"
"5989","Civil","3","5","2","0"
"5990","Electrique","1","2","0","2"
"5991","Civil","1","5","0","0"
"5992","Info","1","1","0","1"
"5993","Finance","2","4","1","1"
"5994","Indus","3","2","3","0"
"5995","Indus","1","3","3","0"
"5996","Info","2","2","3","1"
"5997","Indus","3","2","1","2"
"5998","Electrique","3","2","2","2"
"5999","Electrique","2","5","1","2"
"6000","Civil","1","1","0","0"
"6001","Info","2","2","0","2"
"6002","Civil","1","2","3","0"
"6003","Info","3","3","3","1"
"6004","Info","3","5","2","1"
"6005","Finance","3","2","0","2"
"6006","Finance","1","2","3","1"
"6007","Indus","2","0","0","0"
"6008","Electrique","1","4","0","2"
"6009","Electrique","3","4","3","2"
"6010","Indus","1","0","2","1"
"6011","Electrique","1","2","2","0"
"6012","Civil","2","1","2","2"
"6013","Info","3","0","3","0"
"6014","Finance","1","0","2","1"
"6015","Civil","1","3","1","1"
"6016","Civil","2","2","1","1"
"6017","Finance","3","3","1","2"
"6018","Finance","1","5","1","0"
"6019","Indus","1","5","2","2"
"6020","Finance","1","5","2","1"
"6021","Electrique","3","2","2","2"
"6022","Electrique","3","0","2","0"
"6023","Finance","2","4","0","0"
"6024","Info","3","3","0","2"
"6025","Indus","3","4","0","1"
"6026","Info","2","2","2","0"
"6027","Indus","1","1","3","2"
"6028","Indus","2","5","2","1"
"6029","Indus","2","4","1","0"
"6030","Civil","1","0","2","1"
"6031","Finance","3","1","2","1"
"6032","Finance","3","1","2","1"
"6033","Info","3","0","0","1"
"6034","Civil","3","3","3","2"
"6035","Finance","3","4","2","2"
"6036","Info","3","2","0","1"
"6037","Finance","2","0","1","2"
"6038","Info","2","2","3","1"
"6039","Electrique","3","0","1","0"
"6040","Finance","2","4","2","2"
"6041","Finance","1","0","1","0"
"6042","Electrique","1","4","3","0"
"6043","Electrique","2","0","3","1"
"6044","Indus","1","4","1","2"
"6045","Info","2","2","3","1"
"6046","Civil","1","5","2","0"
"6047","Indus","1","1","2","1"
"6048","Finance","1","1","3","2"
"6049","Indus","3","4","0","1"
"6050","Electrique","3","1","3","0"
"6051","Civil","1","3","2","2"
"6052","Indus","3","1","3","0"
"6053","Civil","3","4","0","0"
"6054","Indus","2","3","2","0"
"6055","Finance","1","4","1","2"
"6056","Civil","1","2","2","1"
"6057","Finance","2","1","1","0"
"6058","Info","2","5","1","1"
"6059","Info","2","5","3","1"
"6060","Civil","2","5","1","0"
"6061","Info","2","1","0","2"
"6062","Finance","2","5","0","2"
"6063","Electrique","1","5","3","2"
"6064","Indus","1","5","3","1"
"6065","Civil","2","2","3","2"
"6066","Electrique","2","2","1","2"
"6067","Finance","1","0","0","1"
"6068","Indus","2","2","2","2"
"6069","Civil","3","0","3","0"
"6070","Indus","3","1","3","1"
"6071","Civil","3","5","1","2"
"6072","Info","1","2","0","2"
"6073","Info","2","2","3","1"
"6074","Electrique","3","5","0","1"
"6075","Finance","3","3","3","0"
"6076","Civil","2","4","3","1"
"6077","Info","3","4","2","0"
"6078","Indus","1","3","1","2"
"6079","Finance","1","2","3","2"
"6080","Indus","3","5","0","2"
"6081","Electrique","1","3","2","1"
"6082","Finance","3","3","0","0"
"6083","Finance","2","3","0","0"
"6084","Electrique","1","5","1","0"
"6085","Civil","1","4","1","1"
"6086","Indus","3","4","3","2"
"6087","Civil","3","2","3","0"
"6088","Civil","3","1","3","0"
"6089","Civil","1","3","0","0"
"6090","Finance","3","5","2","0"
"6091","Electrique","3","5","0","2"
"6092","Civil","3","5","3","0"
"6093","Info","2","1","3","0"
"6094","Electrique","3","5","0","0"
"6095","Electrique","3","3","1","0"
"6096","Civil","1","3","0","1"
"6097","Info","3","5","3","2"
"6098","Indus","2","4","0","0"
"6099","Finance","1","5","0","2"
"6100","Indus","2","5","2","0"
"6101","Info","3","4","3","0"
"6102","Civil","2","4","2","1"
"6103","Finance","1","3","3","0"
"6104","Finance","3","0","1","2"
"6105","Civil","1","0","1","0"
"6106","Indus","2","0","1","0"
"6107","Civil","2","3","3","2"
"6108","Civil","2","5","0","1"
