"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"4314","Civil","3","14","Casablanca","19","Marrakech","11","Rabat"
"4315","Info","1","11","Tanger","17","Casablanca","13","Nador"
"4316","Indus","2","17","Agadir","17","Oujda","10","Casablanca"
"4317","Finance","3","11","Tanger","9","Fes","13","Agadir"
"4318","Electrique","1","17","Rabat","11","Tanger","19","Marrakech"
"4319","Finance","2","16","Tetouan","20","Tanger","20","Nador"
"4320","Finance","3","13","Agadir","10","Oujda","10","Fes"
"4321","Civil","3","17","Tetouan","17","Casablanca","9","Oujda"
"4322","Electrique","3","17","Fes","15","Oujda","12","Casablanca"
"4323","Info","3","18","Nador","13","Marrakech","18","Casablanca"
"4324","Electrique","3","19","Casablanca","16","Rabat","18","Fes"
"4325","Civil","2","16","Marrakech","10","Oujda","16","Nador"
"4326","Civil","2","9","Casablanca","15","Rabat","15","Tanger"
"4327","Info","2","20","Casablanca","11","Oujda","16","Nador"
"4328","Info","1","18","Tanger","20","Nador","18","Tanger"
"4329","Civil","2","13","Nador","11","Agadir","15","Fes"
"4330","Indus","1","19","Tanger","20","Rabat","19","Casablanca"
"4331","Info","2","10","Rabat","16","Tanger","14","Oujda"
"4332","Civil","1","16","Nador","14","Tanger","17","Tetouan"
"4333","Finance","3","10","Casablanca","14","Fes","10","Casablanca"
"4334","Indus","2","19","Marrakech","11","Tanger","10","Casablanca"
"4335","Finance","3","20","Rabat","12","Tetouan","16","Tanger"
"4336","Info","1","17","Rabat","11","Tetouan","16","Casablanca"
"4337","Electrique","2","13","Agadir","17","Tanger","20","Agadir"
"4338","Indus","2","11","Rabat","11","Agadir","17","Fes"
"4339","Info","3","10","Nador","12","Nador","17","Fes"
"4340","Electrique","1","12","Casablanca","12","Tanger","15","Agadir"
"4341","Electrique","2","19","Oujda","10","Agadir","15","Agadir"
"4342","Info","1","13","Rabat","15","Tanger","11","Marrakech"
"4343","Indus","1","13","Fes","11","Tetouan","14","Nador"
"4344","Info","1","11","Fes","12","Nador","17","Casablanca"
"4345","Civil","1","18","Casablanca","12","Oujda","14","Tetouan"
"4346","Civil","2","17","Tetouan","13","Marrakech","17","Rabat"
"4347","Electrique","2","12","Tanger","10","Tanger","12","Agadir"
"4348","Electrique","3","12","Tanger","16","Agadir","10","Agadir"
"4349","Civil","2","20","Casablanca","18","Tetouan","15","Fes"
"4350","Civil","2","16","Tetouan","19","Casablanca","12","Oujda"
"4351","Finance","2","18","Nador","20","Tetouan","16","Casablanca"
"4352","Info","2","16","Fes","9","Casablanca","20","Tetouan"
"4353","Civil","1","19","Rabat","10","Agadir","14","Tetouan"
"4354","Electrique","3","16","Nador","14","Tanger","15","Fes"
"4355","Info","2","17","Nador","9","Casablanca","20","Agadir"
"4356","Electrique","2","9","Marrakech","12","Nador","9","Tanger"
"4357","Info","1","13","Oujda","9","Agadir","12","Tetouan"
"4358","Indus","3","16","Agadir","20","Rabat","17","Fes"
"4359","Indus","2","11","Casablanca","19","Fes","14","Tetouan"
"4360","Indus","3","15","Fes","14","Casablanca","19","Rabat"
"4361","Info","2","13","Tetouan","13","Oujda","16","Tanger"
"4362","Civil","3","9","Casablanca","14","Agadir","11","Tetouan"
"4363","Indus","3","16","Casablanca","19","Marrakech","13","Fes"
"4364","Civil","3","11","Casablanca","12","Rabat","18","Rabat"
"4365","Info","1","19","Rabat","12","Marrakech","15","Marrakech"
"4366","Indus","3","11","Marrakech","18","Tetouan","12","Fes"
"4367","Info","2","10","Marrakech","12","Marrakech","16","Fes"
"4368","Info","1","15","Nador","20","Nador","13","Casablanca"
"4369","Civil","1","11","Marrakech","16","Agadir","12","Fes"
"4370","Info","1","15","Marrakech","9","Fes","17","Fes"
"4371","Indus","3","17","Marrakech","14","Fes","15","Fes"
"4372","Civil","2","12","Tanger","12","Nador","9","Fes"
"4373","Info","2","19","Oujda","15","Fes","16","Rabat"
"4374","Civil","3","17","Tanger","19","Rabat","10","Casablanca"
"4375","Electrique","1","14","Rabat","14","Agadir","16","Marrakech"
"4376","Indus","2","13","Rabat","20","Nador","20","Rabat"
"4377","Finance","2","10","Tanger","13","Agadir","14","Oujda"
"4378","Finance","3","18","Tetouan","13","Nador","9","Agadir"
"4379","Electrique","3","20","Agadir","16","Nador","11","Agadir"
"4380","Electrique","3","14","Nador","18","Oujda","15","Nador"
"4381","Finance","2","18","Casablanca","15","Oujda","14","Fes"
"4382","Info","1","19","Oujda","14","Casablanca","14","Casablanca"
"4383","Finance","3","14","Casablanca","9","Marrakech","20","Agadir"
"4384","Electrique","2","18","Marrakech","9","Nador","16","Agadir"
"4385","Info","1","15","Fes","18","Marrakech","9","Casablanca"
"4386","Indus","1","12","Fes","20","Marrakech","20","Agadir"
"4387","Electrique","2","13","Oujda","19","Tanger","11","Tetouan"
"4388","Civil","2","14","Casablanca","9","Oujda","11","Casablanca"
"4389","Indus","1","16","Tetouan","14","Rabat","20","Tanger"
"4390","Indus","1","14","Fes","17","Fes","14","Rabat"
"4391","Indus","2","16","Nador","20","Fes","13","Casablanca"
"4392","Info","1","9","Marrakech","17","Agadir","19","Casablanca"
"4393","Indus","3","19","Agadir","20","Tanger","10","Fes"
"4394","Finance","1","14","Tanger","19","Agadir","19","Marrakech"
"4395","Indus","1","16","Nador","17","Tanger","18","Marrakech"
"4396","Civil","2","9","Tanger","19","Rabat","20","Tanger"
"4397","Indus","2","20","Rabat","18","Tanger","17","Casablanca"
"4398","Civil","3","12","Casablanca","12","Nador","11","Agadir"
"4399","Finance","3","19","Tanger","13","Rabat","20","Marrakech"
"4400","Indus","2","12","Tetouan","18","Casablanca","13","Tetouan"
"4401","Indus","3","9","Nador","18","Tanger","13","Tetouan"
"4402","Civil","2","19","Rabat","20","Fes","15","Rabat"
"4403","Civil","3","18","Agadir","17","Oujda","12","Marrakech"
"4404","Electrique","1","14","Nador","15","Oujda","9","Rabat"
"4405","Civil","2","14","Oujda","18","Oujda","19","Tetouan"
"4406","Finance","1","19","Casablanca","20","Agadir","11","Fes"
"4407","Civil","2","9","Rabat","9","Rabat","12","Oujda"
"4408","Electrique","1","11","Marrakech","12","Nador","18","Marrakech"
"4409","Electrique","1","13","Casablanca","19","Casablanca","20","Marrakech"
"4410","Finance","2","15","Tanger","13","Tanger","15","Rabat"
"4411","Info","2","19","Tanger","10","Casablanca","19","Marrakech"
"4412","Electrique","1","15","Tetouan","20","Tetouan","10","Tanger"
"4413","Info","2","13","Casablanca","11","Nador","16","Nador"
"4414","Info","3","17","Nador","14","Nador","13","Nador"
"4415","Electrique","1","12","Marrakech","15","Rabat","18","Tanger"
"4416","Indus","1","18","Rabat","20","Marrakech","19","Nador"
"4417","Civil","2","16","Oujda","9","Nador","13","Tanger"
"4418","Electrique","2","14","Tetouan","18","Tanger","20","Nador"
"4419","Indus","2","12","Fes","16","Rabat","16","Rabat"
"4420","Electrique","3","9","Casablanca","18","Rabat","14","Agadir"
"4421","Indus","1","16","Nador","11","Fes","9","Nador"
"4422","Indus","1","14","Marrakech","16","Nador","18","Agadir"
"4423","Info","2","10","Marrakech","13","Agadir","15","Fes"
"4424","Electrique","3","10","Fes","11","Marrakech","16","Casablanca"
"4425","Electrique","1","13","Rabat","13","Oujda","15","Tanger"
"4426","Civil","1","13","Casablanca","14","Casablanca","17","Tetouan"
"4427","Info","2","11","Nador","15","Agadir","9","Agadir"
"4428","Indus","2","18","Casablanca","18","Oujda","20","Casablanca"
"4429","Finance","2","9","Casablanca","17","Rabat","19","Marrakech"
"4430","Electrique","2","10","Tanger","11","Oujda","11","Fes"
"4431","Civil","2","14","Tetouan","17","Fes","12","Agadir"
"4432","Finance","2","10","Fes","10","Rabat","10","Casablanca"
"4433","Finance","3","9","Nador","20","Oujda","10","Tanger"
"4434","Civil","1","12","Fes","16","Casablanca","9","Nador"
"4435","Electrique","1","13","Tetouan","20","Casablanca","20","Tetouan"
"4436","Electrique","2","14","Oujda","18","Nador","17","Agadir"
"4437","Finance","1","17","Agadir","18","Tetouan","9","Tetouan"
"4438","Civil","1","12","Oujda","12","Rabat","15","Rabat"
"4439","Indus","1","16","Marrakech","10","Oujda","13","Marrakech"
"4440","Civil","2","12","Tanger","19","Oujda","13","Rabat"
"4441","Finance","2","17","Casablanca","13","Tanger","13","Rabat"
"4442","Civil","1","16","Nador","18","Oujda","15","Tetouan"
"4443","Indus","2","15","Tanger","14","Fes","19","Tanger"
"4444","Finance","3","9","Tanger","12","Tetouan","13","Nador"
"4445","Info","2","11","Oujda","20","Oujda","10","Casablanca"
"4446","Civil","1","10","Marrakech","18","Agadir","16","Marrakech"
"4447","Finance","1","11","Fes","9","Nador","12","Oujda"
"4448","Indus","1","14","Oujda","9","Tetouan","10","Nador"
"4449","Finance","3","18","Agadir","14","Tanger","17","Fes"
"4450","Indus","1","16","Oujda","9","Rabat","10","Rabat"
"4451","Finance","1","17","Rabat","11","Agadir","11","Marrakech"
"4452","Indus","2","13","Oujda","13","Tanger","17","Tanger"
"4453","Civil","2","19","Fes","15","Nador","12","Tetouan"
"4454","Civil","3","18","Marrakech","20","Casablanca","10","Agadir"
"4455","Indus","2","15","Agadir","20","Oujda","19","Casablanca"
"4456","Electrique","2","18","Oujda","12","Casablanca","18","Nador"
"4457","Finance","2","13","Oujda","15","Agadir","17","Tetouan"
"4458","Electrique","2","19","Nador","18","Oujda","9","Rabat"
"4459","Indus","1","20","Casablanca","16","Tanger","13","Nador"
"4460","Finance","2","14","Rabat","10","Nador","14","Tanger"
"4461","Indus","3","9","Oujda","9","Nador","11","Tanger"
"4462","Finance","1","15","Nador","13","Tanger","20","Tanger"
"4463","Indus","3","19","Tanger","14","Marrakech","12","Rabat"
"4464","Electrique","2","13","Agadir","13","Nador","17","Oujda"
"4465","Indus","1","19","Fes","19","Tanger","11","Casablanca"
"4466","Info","1","11","Tetouan","20","Oujda","11","Fes"
"4467","Civil","1","16","Oujda","9","Tanger","9","Nador"
"4468","Finance","1","17","Tetouan","20","Rabat","16","Tanger"
"4469","Info","3","9","Agadir","15","Fes","9","Nador"
"4470","Electrique","1","17","Agadir","14","Marrakech","15","Oujda"
"4471","Electrique","1","15","Rabat","14","Casablanca","18","Fes"
"4472","Info","3","10","Agadir","17","Tanger","10","Marrakech"
"4473","Finance","2","12","Agadir","10","Tetouan","12","Tanger"
"4474","Electrique","3","12","Rabat","20","Tanger","20","Rabat"
"4475","Finance","3","10","Marrakech","14","Tanger","13","Fes"
"4476","Civil","1","12","Casablanca","15","Agadir","20","Tanger"
"4477","Finance","1","19","Tetouan","17","Rabat","9","Oujda"
"4478","Finance","1","9","Marrakech","18","Agadir","13","Casablanca"
"4479","Info","2","17","Oujda","20","Agadir","10","Tanger"
"4480","Info","2","18","Agadir","12","Agadir","16","Marrakech"
"4481","Indus","1","15","Nador","9","Tetouan","10","Oujda"
"4482","Electrique","2","14","Rabat","19","Tetouan","15","Rabat"
"4483","Indus","2","18","Oujda","17","Agadir","14","Marrakech"
"4484","Finance","2","17","Casablanca","12","Rabat","10","Casablanca"
"4485","Finance","3","10","Fes","19","Oujda","19","Tanger"
"4486","Electrique","1","20","Nador","9","Fes","15","Tanger"
"4487","Info","3","20","Marrakech","13","Casablanca","19","Tanger"
"4488","Finance","2","12","Fes","13","Tetouan","18","Agadir"
"4489","Civil","3","13","Fes","10","Tetouan","14","Tanger"
"4490","Civil","3","15","Rabat","12","Nador","14","Tanger"
"4491","Electrique","1","15","Casablanca","10","Marrakech","9","Marrakech"
"4492","Info","2","16","Rabat","13","Tetouan","9","Casablanca"
"4493","Finance","1","18","Marrakech","16","Casablanca","20","Oujda"
"4494","Electrique","3","20","Tetouan","17","Agadir","12","Fes"
"4495","Civil","2","18","Oujda","15","Tanger","17","Rabat"
"4496","Civil","1","15","Fes","13","Tanger","10","Casablanca"
"4497","Finance","1","15","Rabat","16","Fes","15","Agadir"
"4498","Finance","2","20","Marrakech","12","Casablanca","14","Oujda"
"4499","Info","2","17","Tanger","11","Casablanca","13","Tetouan"
"4500","Finance","2","20","Tanger","14","Fes","12","Oujda"
"4501","Info","1","19","Oujda","18","Nador","9","Oujda"
"4502","Electrique","2","18","Tanger","14","Agadir","18","Marrakech"
"4503","Indus","1","13","Rabat","18","Marrakech","11","Marrakech"
"4504","Info","3","15","Fes","11","Nador","18","Oujda"
"4505","Electrique","1","13","Oujda","17","Oujda","11","Nador"
"4506","Info","3","19","Marrakech","16","Marrakech","9","Marrakech"
"4507","Finance","3","19","Casablanca","20","Oujda","19","Casablanca"
"4508","Indus","3","15","Marrakech","11","Tetouan","16","Marrakech"
"4509","Info","2","10","Tanger","9","Rabat","12","Tanger"
"4510","Info","2","20","Nador","16","Marrakech","9","Marrakech"
"4511","Indus","3","19","Tetouan","14","Nador","14","Rabat"
"4512","Indus","3","18","Tanger","10","Casablanca","11","Tanger"
"4513","Electrique","2","10","Agadir","16","Oujda","16","Agadir"
"4514","Indus","3","11","Rabat","13","Agadir","10","Nador"
"4515","Electrique","1","20","Nador","18","Tanger","13","Tanger"
"4516","Info","1","15","Rabat","15","Casablanca","14","Nador"
"4517","Electrique","3","14","Marrakech","15","Tetouan","11","Marrakech"
"4518","Civil","2","16","Marrakech","19","Nador","15","Rabat"
"4519","Indus","2","18","Casablanca","10","Agadir","17","Nador"
"4520","Info","3","20","Agadir","20","Tetouan","10","Tetouan"
"4521","Finance","1","19","Tanger","13","Marrakech","20","Marrakech"
"4522","Finance","3","10","Agadir","15","Oujda","12","Oujda"
"4523","Finance","3","16","Nador","11","Rabat","18","Fes"
"4524","Civil","3","16","Tetouan","13","Rabat","12","Casablanca"
"4525","Info","3","11","Oujda","17","Fes","18","Casablanca"
"4526","Indus","2","15","Tetouan","14","Rabat","10","Nador"
"4527","Civil","1","10","Agadir","14","Rabat","17","Fes"
"4528","Indus","1","19","Tetouan","12","Tanger","11","Tetouan"
"4529","Finance","3","14","Tanger","13","Oujda","19","Tetouan"
"4530","Electrique","2","16","Rabat","12","Fes","9","Nador"
"4531","Civil","2","10","Tanger","9","Tanger","11","Casablanca"
"4532","Finance","1","9","Tanger","12","Nador","13","Fes"
"4533","Civil","3","20","Tetouan","19","Agadir","9","Tanger"
"4534","Electrique","1","18","Marrakech","12","Casablanca","18","Agadir"
"4535","Info","2","20","Agadir","9","Rabat","15","Rabat"
"4536","Finance","2","14","Fes","14","Oujda","9","Casablanca"
"4537","Info","3","15","Rabat","20","Oujda","19","Oujda"
"4538","Electrique","3","15","Fes","11","Agadir","13","Tanger"
"4539","Finance","2","12","Fes","13","Rabat","14","Fes"
"4540","Finance","1","16","Oujda","16","Agadir","11","Agadir"
"4541","Indus","2","10","Rabat","15","Oujda","20","Agadir"
"4542","Indus","3","10","Rabat","16","Casablanca","14","Marrakech"
"4543","Indus","3","10","Agadir","20","Agadir","16","Agadir"
"4544","Indus","2","16","Marrakech","11","Agadir","14","Fes"
"4545","Indus","2","11","Rabat","10","Tanger","18","Oujda"
"4546","Indus","3","18","Oujda","16","Fes","17","Tetouan"
"4547","Info","3","17","Nador","17","Nador","12","Tetouan"
"4548","Electrique","2","14","Nador","18","Tanger","11","Oujda"
"4549","Finance","1","14","Nador","11","Nador","18","Marrakech"
"4550","Civil","3","17","Tanger","10","Oujda","17","Nador"
"4551","Electrique","1","18","Marrakech","20","Marrakech","18","Nador"
"4552","Finance","2","18","Rabat","10","Oujda","19","Agadir"
"4553","Finance","1","18","Marrakech","15","Tetouan","15","Tanger"
"4554","Finance","3","20","Casablanca","11","Oujda","20","Fes"
"4555","Info","2","11","Oujda","17","Tanger","12","Agadir"
"4556","Indus","1","17","Casablanca","11","Fes","13","Casablanca"
"4557","Civil","3","15","Casablanca","14","Rabat","11","Tetouan"
"4558","Info","2","11","Oujda","14","Nador","20","Casablanca"
"4559","Indus","3","18","Marrakech","16","Casablanca","16","Casablanca"
"4560","Finance","3","10","Rabat","18","Rabat","10","Nador"
"4561","Indus","3","9","Nador","14","Nador","11","Casablanca"
"4562","Info","3","9","Tetouan","17","Casablanca","11","Tanger"
"4563","Civil","1","13","Casablanca","17","Tanger","11","Fes"
"4564","Civil","3","17","Casablanca","15","Fes","12","Nador"
"4565","Electrique","3","18","Casablanca","17","Tanger","19","Tetouan"
"4566","Indus","2","15","Tanger","19","Marrakech","17","Oujda"
"4567","Info","1","17","Nador","9","Agadir","20","Tanger"
"4568","Civil","3","18","Marrakech","9","Marrakech","11","Fes"
"4569","Info","3","20","Rabat","17","Agadir","17","Fes"
"4570","Finance","3","12","Tetouan","15","Tanger","16","Nador"
"4571","Info","2","18","Oujda","20","Nador","10","Agadir"
"4572","Finance","1","15","Agadir","9","Oujda","13","Marrakech"
"4573","Info","1","20","Casablanca","13","Marrakech","11","Agadir"
"4574","Finance","1","18","Marrakech","20","Oujda","20","Tetouan"
"4575","Finance","2","11","Oujda","10","Oujda","18","Tetouan"
"4576","Electrique","3","20","Tetouan","13","Agadir","16","Casablanca"
"4577","Indus","2","18","Rabat","9","Oujda","11","Marrakech"
"4578","Finance","2","20","Rabat","16","Rabat","20","Oujda"
"4579","Electrique","3","14","Rabat","13","Fes","15","Nador"
"4580","Electrique","2","17","Fes","9","Tetouan","14","Marrakech"
"4581","Info","2","15","Tetouan","13","Rabat","13","Oujda"
"4582","Finance","2","16","Fes","20","Casablanca","14","Tetouan"
"4583","Info","2","13","Casablanca","14","Oujda","14","Tanger"
"4584","Info","2","13","Tanger","10","Nador","19","Oujda"
"4585","Indus","2","17","Fes","20","Tanger","10","Oujda"
"4586","Info","2","9","Oujda","12","Rabat","17","Oujda"
"4587","Civil","2","13","Rabat","12","Rabat","11","Casablanca"
"4588","Info","1","19","Nador","19","Nador","18","Casablanca"
"4589","Electrique","3","14","Fes","15","Tetouan","14","Casablanca"
"4590","Civil","1","20","Tanger","20","Agadir","14","Oujda"
"4591","Finance","2","16","Nador","9","Tetouan","18","Fes"
"4592","Info","3","17","Oujda","17","Tetouan","9","Marrakech"
"4593","Finance","3","11","Fes","19","Agadir","18","Casablanca"
"4594","Info","1","14","Oujda","12","Tanger","12","Oujda"
"4595","Finance","1","19","Tanger","17","Tanger","12","Nador"
"4596","Info","1","12","Agadir","18","Agadir","11","Casablanca"
"4597","Civil","1","18","Agadir","17","Casablanca","9","Casablanca"
"4598","Electrique","2","13","Rabat","12","Tetouan","19","Agadir"
"4599","Info","1","16","Fes","17","Nador","13","Rabat"
"4600","Finance","1","20","Casablanca","12","Marrakech","17","Tanger"
"4601","Electrique","2","11","Casablanca","18","Tanger","19","Tetouan"
